State,City,Date,Year,Month,Domestic_Tourists,International_Tourists,Tourism_Revenue_Cr,Popular_Attraction,Average_Spending_per_Tourist,Number_of_Hotels,Average_Hotel_Price,Events_or_Festivals,Weather_Condition,Mode_of_Transport,Average_Transport_Cost,Local_Transport_Used,Average_Stay_Days,Hotel_Occupancy_Rate(%),Tourist_Satisfaction_Score,Adventure_Activities,Medical_Facilities
Assam,Guwahati,01-09-2022,2022,September,48775,4584,51321.59,Hill Station,0.96,122,3776.23,Food Festival,Cloudy,Bus,1640.18,Yes,9.5,61.97,4.8,No,Poor
Assam,Guwahati,01-10-2022,2022,October,49383,3769,70552.95,Temple,1.33,113,7920.5,Sports Event,Cloudy,Flight,2729.86,Yes,6,53.27,3.7,Yes,Good
Assam,Guwahati,01-11-2022,2022,November,38999,1069,50632.19,River Rafting,1.26,450,5470.83,Religious Event,Sunny,Boat,4873.21,Yes,9.9,83.73,3.9,Yes,Average
Assam,Guwahati,01-12-2022,2022,December,30983,521,20759.66,River Rafting,0.66,462,2021.94,Dance Festival,Cold,Bus,650.86,Yes,9.1,81.16,4,No,Good
Assam,Guwahati,01-01-2023,2023,January,46708,1326,64992.9,Temple,1.35,133,2624.07,Art Fair,Rainy,Bike,1309.3,No,10.5,50.23,4,Yes,Poor
Assam,Guwahati,01-02-2023,2023,February,6396,3125,19876.96,River Rafting,2.09,349,7022.12,Dance Festival,Cloudy,Car,7526.4,No,11.6,70.52,3.8,Yes,Poor
Assam,Guwahati,01-03-2023,2023,March,9769,1321,11524.42,Wildlife Sanctuary,1.04,430,3873.6,Art Fair,Humid,Car,1865.97,Yes,14,82.63,4.5,No,Poor
Assam,Guwahati,01-04-2023,2023,April,8382,4035,22106.24,Fort,1.78,181,8408.91,Sports Event,Snowy,Bike,4237.7,No,12.7,56.21,4.2,Yes,Average
Assam,Guwahati,01-05-2023,2023,May,11529,3607,28057.4,Temple,1.85,88,7734.61,Sports Event,Snowy,Bike,3636.87,Yes,14.8,92.09,4.2,Yes,Poor
Assam,Guwahati,01-06-2023,2023,June,26075,2554,26179.56,Wildlife Sanctuary,0.91,202,7618.28,Art Fair,Snowy,Train,7940.37,No,9.4,89.35,4.7,Yes,Average
Assam,Guwahati,01-07-2023,2023,July,33271,4624,42563.62,Fort,1.12,68,5325.91,Music Festival,Sunny,Train,2063.12,No,12.5,64.89,3.7,Yes,Good
Assam,Guwahati,01-08-2023,2023,August,30576,2686,45617.33,Temple,1.37,322,8966.94,Music Festival,Humid,Bike,3586.59,No,13.6,92.23,3.6,No,Average
Assam,Guwahati,01-09-2023,2023,September,13019,4049,39341.78,Wildlife Sanctuary,2.31,89,2270.86,Art Fair,Sunny,Bike,5457.77,No,12.3,86.41,3.1,No,Good
Assam,Guwahati,01-10-2023,2023,October,26546,3772,48960.72,Beach,1.61,103,5587.62,Sports Event,Snowy,Bus,6861.97,Yes,6.5,56.11,3.1,Yes,Good
Assam,Guwahati,01-11-2023,2023,November,36084,4960,49832.67,Hill Station,1.21,403,7451.81,Art Fair,Rainy,Car,7569.17,No,6,64.99,4.1,Yes,Good
Assam,Guwahati,01-12-2023,2023,December,33555,2927,35489.57,Beach,0.97,296,8343.54,Music Festival,Rainy,Train,7283.36,No,11.2,85.24,4.4,No,Average
Assam,Tezpur,01-01-2019,2019,January,11488,3131,21948.04,River Rafting,1.5,364,3314.04,Dance Festival,Sunny,Train,4375.31,No,5,85.23,4.8,Yes,Average
Assam,Tezpur,01-02-2019,2019,February,14622,2751,17398.54,Cultural Festival,1,397,4881.31,Sports Event,Sunny,Bus,3386.6,Yes,4.2,70.35,4.7,Yes,Good
Assam,Tezpur,01-03-2019,2019,March,30179,4178,44899.92,Hill Station,1.31,81,6934.01,Food Festival,Cloudy,Flight,2100.61,No,12.5,55.01,4.1,No,Average
Assam,Tezpur,01-04-2019,2019,April,45246,2148,34848.81,Cultural Festival,0.74,189,7783.66,Religious Event,Snowy,Bus,1503.21,Yes,3.7,65.51,3.7,Yes,Poor
Assam,Tezpur,01-05-2019,2019,May,7081,535,9359.52,Cultural Festival,1.23,448,7656.67,Crafts Mela,Sunny,Bike,3071.96,No,10.9,90.84,3.9,No,Good
Assam,Tezpur,01-06-2019,2019,June,39456,1155,42287.43,Fort,1.04,230,4258.59,Sports Event,Snowy,Bus,5875.39,Yes,8.5,64.81,4.6,Yes,Poor
Assam,Tezpur,01-07-2019,2019,July,6020,3143,19842.51,Museum,2.17,382,4912.59,Food Festival,Humid,Flight,5023.96,No,12.4,56.06,4.9,Yes,Poor
Assam,Tezpur,01-08-2019,2019,August,14726,3555,32300.67,Cultural Festival,1.77,89,2331.38,Sports Event,Cloudy,Car,1613.83,No,8,66,3.9,No,Average
Assam,Tezpur,01-09-2019,2019,September,43597,3077,40372.86,Wildlife Sanctuary,0.86,311,4150.96,Art Fair,Sunny,Flight,7890.66,No,12.8,63.53,4.9,No,Good
Assam,Tezpur,01-10-2019,2019,October,47106,788,60891.96,Wildlife Sanctuary,1.27,363,9735.24,Festival,Cloudy,Bus,5876.76,Yes,5.7,65.76,4.3,No,Poor
Assam,Tezpur,01-11-2019,2019,November,38374,1916,48411.76,River Rafting,1.2,331,3956.17,Sports Event,Sunny,Car,7644.49,No,3.5,54.92,4.1,Yes,Average
Assam,Tezpur,01-12-2019,2019,December,48458,4200,90044.7,Wildlife Sanctuary,1.71,495,9321.26,Festival,Snowy,Boat,1168.63,No,3.6,81.64,4,Yes,Good
Assam,Tezpur,01-01-2020,2020,January,13230,3065,29232.97,Fort,1.79,398,5057.8,Music Festival,Rainy,Boat,539.36,No,11.3,66.62,3.3,No,Good
Assam,Tezpur,01-02-2020,2020,February,29974,548,33385.76,Beach,1.09,323,3804.65,Festival,Humid,Bus,2796.71,No,11.7,68.62,4.2,No,Poor
Assam,Tezpur,01-03-2020,2020,March,11549,3512,24084.9,Wildlife Sanctuary,1.6,241,5348.35,Food Festival,Sunny,Bus,1443.57,Yes,5.2,67.93,3.9,Yes,Poor
Assam,Tezpur,01-04-2020,2020,April,38463,1926,54799.75,Hill Station,1.36,175,8464.35,Religious Event,Humid,Train,3984.91,Yes,4.8,52.71,3.5,No,Average
Assam,Tezpur,01-05-2020,2020,May,34588,3324,58089.33,Museum,1.53,83,6046.72,Art Fair,Rainy,Flight,5754.43,Yes,7.7,58.44,4,Yes,Good
Assam,Tezpur,01-06-2020,2020,June,9064,4005,22157.21,Backwaters,1.7,298,8636.31,Crafts Mela,Cloudy,Train,3456.86,No,4.4,83.46,3,No,Poor
Assam,Tezpur,01-07-2020,2020,July,27913,989,30823.8,Wildlife Sanctuary,1.07,472,8986.08,Festival,Cloudy,Bike,7134.51,Yes,5.4,81.78,3.7,No,Average
Assam,Tezpur,01-08-2020,2020,August,28299,2939,33507.34,River Rafting,1.07,94,1845.16,Music Festival,Cloudy,Flight,1462.25,No,6.7,71.44,3.1,Yes,Poor
Assam,Tezpur,01-09-2020,2020,September,46150,1987,36599.97,Beach,0.76,410,9744.79,Festival,Sunny,Bike,5713.05,No,8.4,67.32,3.8,No,Good
Assam,Tezpur,01-10-2020,2020,October,29435,2156,24656.77,Cultural Festival,0.78,127,6888.41,Dance Festival,Humid,Boat,5372.37,Yes,14.6,69.82,3.7,No,Poor
Assam,Tezpur,01-11-2020,2020,November,33182,783,50054.63,Hill Station,1.47,305,3850.19,Dance Festival,Cold,Flight,1354.26,No,7.9,60.84,4.5,No,Average
Assam,Tezpur,01-12-2020,2020,December,24878,4556,32089.91,Cultural Festival,1.09,278,5544.6,Food Festival,Sunny,Train,3374.08,No,5.1,88.06,4.6,No,Average
Assam,Tezpur,01-01-2021,2021,January,22195,3180,34928.34,River Rafting,1.38,341,3089.65,Religious Event,Cold,Flight,5506.35,Yes,11.1,55.55,3.8,No,Poor
Assam,Tezpur,01-02-2021,2021,February,14451,1505,21988.34,Museum,1.38,365,2030.67,Food Festival,Snowy,Bike,766.33,No,14.8,86.06,3.8,No,Average
Assam,Tezpur,01-03-2021,2021,March,13041,780,16089.1,Temple,1.16,449,2353.07,Food Festival,Cold,Bike,2739.6,Yes,9,56.86,3.5,No,Poor
Assam,Tezpur,01-04-2021,2021,April,41533,3306,65183.79,Wildlife Sanctuary,1.45,270,4053.31,Dance Festival,Rainy,Car,1113.63,No,12.8,54.64,4.6,No,Average
Assam,Tezpur,01-05-2021,2021,May,42757,2270,32941.5,Wildlife Sanctuary,0.73,151,9202.87,Music Festival,Cloudy,Train,3978.72,Yes,4.2,74.65,4.3,Yes,Poor
Assam,Tezpur,01-06-2021,2021,June,14261,1183,25213.09,Cultural Festival,1.63,336,3677.73,Art Fair,Cloudy,Train,3649.95,Yes,9.9,89.26,3.3,Yes,Good
Assam,Tezpur,01-07-2021,2021,July,20926,1696,27383.21,Cultural Festival,1.21,59,8735.19,Sports Event,Cloudy,Boat,4640.29,Yes,11,70.18,4.5,Yes,Poor
Assam,Tezpur,01-08-2021,2021,August,19370,4761,24386.67,Beach,1.01,380,3048.94,Religious Event,Snowy,Boat,7697.09,Yes,4.4,94.61,4.8,No,Average
Assam,Tezpur,01-09-2021,2021,September,15508,4970,24771.72,Backwaters,1.21,154,2071.71,Crafts Mela,Humid,Bike,5715.91,Yes,6.7,68.57,3.8,No,Good
Assam,Tezpur,01-10-2021,2021,October,20181,2254,26167.41,Temple,1.17,435,8785.95,Food Festival,Sunny,Train,1976.03,No,13.7,87.76,3.6,No,Average
Assam,Tezpur,01-11-2021,2021,November,23733,871,27463.67,Backwaters,1.12,478,4099.24,Festival,Cold,Car,6072.38,Yes,13.4,72.45,3,No,Average
Assam,Tezpur,01-12-2021,2021,December,33959,4358,44343.69,Backwaters,1.16,155,2993.79,Dance Festival,Sunny,Boat,3187.05,Yes,5.9,79.84,3,No,Average
Assam,Tezpur,01-01-2022,2022,January,21715,4977,48782.55,River Rafting,1.83,281,7170.53,Crafts Mela,Humid,Bus,2290.94,No,14.4,81.22,4,No,Average
Assam,Tezpur,01-02-2022,2022,February,20369,4629,27348.94,Desert Safari,1.09,306,7601.22,Festival,Rainy,Car,5239.76,No,14.8,83.54,4.8,No,Good
Assam,Tezpur,01-03-2022,2022,March,9940,2596,19264.94,Temple,1.54,368,7395.4,Festival,Cold,Boat,7208.9,No,11,88.25,4.5,Yes,Average
Assam,Tezpur,01-04-2022,2022,April,11645,2316,19621.83,Temple,1.41,147,9632.18,Festival,Sunny,Boat,6618.81,Yes,3.8,91.51,4.5,Yes,Average
Assam,Tezpur,01-05-2022,2022,May,23722,979,18146.73,Hill Station,0.73,75,8538.95,Art Fair,Snowy,Flight,1357.49,No,8.1,63.43,4,Yes,Good
Assam,Tezpur,01-06-2022,2022,June,15715,700,15675.86,Backwaters,0.95,170,9791.18,Food Festival,Rainy,Boat,5472.3,Yes,2.8,80.31,3.6,No,Good
Assam,Tezpur,01-07-2022,2022,July,20305,3625,25244.5,Fort,1.05,283,9487.1,Crafts Mela,Sunny,Boat,561.44,Yes,12.4,56.4,4.1,No,Good
Assam,Tezpur,01-08-2022,2022,August,25770,4825,36065.3,River Rafting,1.18,259,2809.07,Art Fair,Cloudy,Car,1636.99,No,13.9,81.96,4.4,No,Average
Assam,Tezpur,01-09-2022,2022,September,36230,2276,42098.02,Temple,1.09,223,8414.22,Dance Festival,Sunny,Train,1005.77,Yes,2.3,64.78,3.3,Yes,Good
Assam,Tezpur,01-10-2022,2022,October,14764,988,22933.33,Fort,1.46,487,9201.19,Food Festival,Cold,Car,7766.87,Yes,10.3,55.18,3.1,Yes,Poor
Assam,Tezpur,01-11-2022,2022,November,49364,2588,73269.79,Cultural Festival,1.41,236,2486.63,Sports Event,Cloudy,Flight,1213.08,Yes,12.7,81.79,3.2,Yes,Average
Assam,Tezpur,01-12-2022,2022,December,40579,4834,71312.83,Temple,1.57,101,5139.65,Sports Event,Snowy,Bus,6610.45,No,11.1,81.93,4.9,No,Good
Assam,Tezpur,01-01-2023,2023,January,22291,4810,31432.17,Backwaters,1.16,285,1920.62,Dance Festival,Humid,Flight,4241.02,Yes,13.2,79.49,4,Yes,Good
Assam,Tezpur,01-02-2023,2023,February,14512,4380,36521.1,Beach,1.93,332,7637.94,Religious Event,Rainy,Boat,2469.68,No,3.7,79.82,4.4,No,Good
Assam,Tezpur,01-03-2023,2023,March,7588,2215,19098.84,Museum,1.95,313,4477.87,Religious Event,Cloudy,Boat,1847.02,No,11.4,67.16,3.6,No,Good
Assam,Tezpur,01-04-2023,2023,April,36102,4752,69212.52,River Rafting,1.69,225,5544.16,Art Fair,Snowy,Boat,2173.69,Yes,4.2,63.53,4.7,No,Good
Assam,Tezpur,01-05-2023,2023,May,7499,2391,12628.32,River Rafting,1.28,360,6713.05,Sports Event,Sunny,Car,3474.91,Yes,11.7,61.43,4.6,No,Average
Assam,Tezpur,01-06-2023,2023,June,22557,3925,26967.85,Cultural Festival,1.02,382,4261.09,Religious Event,Snowy,Flight,6866.54,No,5.6,90.78,5,Yes,Good
Assam,Tezpur,01-07-2023,2023,July,26961,3182,27028.14,Desert Safari,0.9,465,9119.2,Religious Event,Sunny,Boat,5159.47,Yes,14.9,93.12,4.6,No,Average
Assam,Tezpur,01-08-2023,2023,August,38704,3089,37381.04,Hill Station,0.89,215,5917.26,Sports Event,Humid,Bus,1389.57,No,9.9,89.63,4,No,Poor
Assam,Tezpur,01-09-2023,2023,September,35312,3046,37827.11,Wildlife Sanctuary,0.99,477,1743.1,Dance Festival,Cloudy,Train,5123.34,Yes,2.7,93.01,3.1,No,Average
Assam,Tezpur,01-10-2023,2023,October,22133,3913,43782.04,Hill Station,1.68,376,2587.76,Dance Festival,Sunny,Bus,5985.82,No,14.3,54.32,3.8,No,Good
Assam,Tezpur,01-11-2023,2023,November,13647,1517,17634.61,Temple,1.16,319,2944.82,Art Fair,Snowy,Boat,4303.25,Yes,8.4,75.93,3.5,No,Average
Assam,Tezpur,01-12-2023,2023,December,41855,4022,53713.85,Cultural Festival,1.17,105,2893.27,Sports Event,Snowy,Train,6003.87,Yes,13.7,55.83,4.6,Yes,Poor
Odisha,Bhubaneswar,01-01-2019,2019,January,37347,672,46860.1,Temple,1.23,461,3776.15,Crafts Mela,Sunny,Bike,4198.09,No,9.6,51.1,4.7,No,Poor
Odisha,Bhubaneswar,01-02-2019,2019,February,10951,4288,23872.07,Fort,1.57,159,7100.42,Food Festival,Cloudy,Bus,6554.07,Yes,5.2,65.03,4.6,No,Average
Odisha,Bhubaneswar,01-03-2019,2019,March,32939,3018,32864.71,Cultural Festival,0.91,177,9336.38,Crafts Mela,Cloudy,Flight,1770.43,Yes,12.2,65.71,3.9,No,Good
Odisha,Bhubaneswar,01-04-2019,2019,April,31110,4433,51583.32,Wildlife Sanctuary,1.45,424,3243.17,Art Fair,Sunny,Train,761.32,Yes,4.3,78.57,4,Yes,Good
Odisha,Bhubaneswar,01-05-2019,2019,May,36072,1273,46370.43,Desert Safari,1.24,342,8715.18,Art Fair,Cloudy,Bus,3314.98,No,2.2,51.23,3.9,No,Average
Odisha,Bhubaneswar,01-06-2019,2019,June,30690,1578,43033.42,Backwaters,1.33,231,4074.16,Dance Festival,Cold,Train,4945.41,Yes,14.4,78.8,3.3,No,Good
Odisha,Bhubaneswar,01-07-2019,2019,July,12855,2062,23969.43,Backwaters,1.61,317,1831.08,Religious Event,Humid,Flight,5424.1,Yes,12.7,55.58,4.7,Yes,Good
Odisha,Bhubaneswar,01-08-2019,2019,August,32502,4985,49250.48,Beach,1.31,485,6428.14,Religious Event,Cold,Flight,4763.97,No,6.5,87.69,3.6,Yes,Poor
Odisha,Bhubaneswar,01-09-2019,2019,September,5151,1714,7318.39,Fort,1.07,172,4898.21,Crafts Mela,Cold,Flight,4658.45,No,3.6,81.29,4.4,No,Average
Odisha,Bhubaneswar,01-10-2019,2019,October,32801,2536,53143.11,Beach,1.5,140,7542.42,Sports Event,Rainy,Car,631.79,Yes,9.1,91.88,4.6,No,Poor
Odisha,Bhubaneswar,01-11-2019,2019,November,36202,3332,46096.91,River Rafting,1.17,142,8044.88,Religious Event,Sunny,Flight,4242.65,No,8.8,84,3.2,Yes,Poor
Odisha,Bhubaneswar,01-12-2019,2019,December,42489,3064,46833.01,Temple,1.03,285,5698.42,Sports Event,Cloudy,Bike,1308.81,No,13.5,68.51,4.6,No,Poor
Odisha,Bhubaneswar,01-01-2020,2020,January,11001,3037,14270.05,Temple,1.02,99,9727.28,Religious Event,Rainy,Boat,3777.08,Yes,3.6,92.55,4,No,Poor
Odisha,Bhubaneswar,01-02-2020,2020,February,21891,963,32181.27,Desert Safari,1.41,479,8823.52,Crafts Mela,Sunny,Train,5642.05,Yes,6.2,63.01,4.7,No,Good
Odisha,Bhubaneswar,01-03-2020,2020,March,24343,2682,29414.02,Desert Safari,1.09,84,7395.42,Religious Event,Rainy,Flight,6148.92,Yes,5.9,50.16,4.2,No,Poor
Odisha,Bhubaneswar,01-04-2020,2020,April,42833,2621,42027.08,Museum,0.92,483,4982.14,Dance Festival,Humid,Flight,2400.9,No,13.8,78.99,4.1,Yes,Poor
Odisha,Bhubaneswar,01-05-2020,2020,May,47893,1160,58264.62,Temple,1.19,448,5995.3,Food Festival,Rainy,Bus,6041.73,No,13.9,57.03,4.5,No,Good
Odisha,Bhubaneswar,01-06-2020,2020,June,35662,4047,57319.11,Beach,1.44,386,4848.22,Crafts Mela,Sunny,Flight,4259.34,Yes,9.6,75.94,5,No,Good
Odisha,Bhubaneswar,01-07-2020,2020,July,43010,2383,58978.18,Beach,1.3,264,7889.61,Art Fair,Sunny,Car,1038.32,No,8.9,94.85,5,No,Average
Odisha,Bhubaneswar,01-08-2020,2020,August,45120,1981,73855.18,Fort,1.57,179,8197.3,Sports Event,Cold,Bike,730.73,Yes,13.8,61.49,4.4,Yes,Average
Odisha,Bhubaneswar,01-09-2020,2020,September,26291,2443,24607.77,River Rafting,0.86,195,3117.33,Sports Event,Rainy,Bus,2791.84,No,4.6,51.13,3.9,Yes,Poor
Odisha,Bhubaneswar,01-10-2020,2020,October,32602,2035,37074.35,Wildlife Sanctuary,1.07,465,7661.81,Dance Festival,Sunny,Train,6738.51,Yes,4.1,89.28,3.6,No,Good
Odisha,Bhubaneswar,01-11-2020,2020,November,15404,4765,31434.9,Fort,1.56,300,7876.69,Sports Event,Sunny,Car,742.92,No,14,80.88,4.6,Yes,Average
Odisha,Bhubaneswar,01-12-2020,2020,December,34070,1839,51835.24,River Rafting,1.44,470,2635.32,Food Festival,Snowy,Flight,7996.02,No,7.2,60.75,4.2,No,Poor
Odisha,Bhubaneswar,01-01-2021,2021,January,20603,4279,49700,Hill Station,2,237,4209.47,Crafts Mela,Rainy,Flight,3805.27,No,14.6,62.94,3.9,Yes,Average
Odisha,Bhubaneswar,01-02-2021,2021,February,9437,2863,18688.52,Hill Station,1.52,224,7528.78,Food Festival,Cold,Bike,4021.66,No,8.1,93.52,4.8,No,Average
Odisha,Bhubaneswar,01-03-2021,2021,March,33660,3138,37959.66,Hill Station,1.03,141,4829.88,Art Fair,Cloudy,Car,6072.08,No,5.7,66.69,4.6,Yes,Average
Odisha,Bhubaneswar,01-04-2021,2021,April,9695,4119,18678.15,Desert Safari,1.35,250,8705.81,Festival,Rainy,Bus,3561.78,No,11.1,81.93,3.8,Yes,Poor
Odisha,Bhubaneswar,01-05-2021,2021,May,7200,2402,16630.71,Fort,1.73,71,4744.28,Religious Event,Humid,Flight,1234.24,No,14.5,57.01,4.6,No,Average
Odisha,Bhubaneswar,01-06-2021,2021,June,16079,3871,31362.37,Desert Safari,1.57,179,6293.29,Food Festival,Snowy,Car,3698.13,Yes,2.7,81.85,4.5,No,Average
Odisha,Bhubaneswar,01-07-2021,2021,July,10331,2788,22509.48,Hill Station,1.72,276,4534.35,Sports Event,Humid,Bike,500.22,Yes,3.4,64.93,4.4,No,Good
Odisha,Bhubaneswar,01-08-2021,2021,August,17998,1654,18490.32,Museum,0.94,387,3466.64,Food Festival,Sunny,Car,1113.58,No,14,91.25,3.6,No,Poor
Odisha,Bhubaneswar,01-09-2021,2021,September,43845,1155,43854.6,Temple,0.97,462,6811.69,Sports Event,Sunny,Flight,7226.49,Yes,7.7,73.87,4.9,No,Good
Odisha,Bhubaneswar,01-10-2021,2021,October,12938,2013,16789.56,Museum,1.12,489,8348.81,Food Festival,Sunny,Train,4117.95,No,15,57.2,5,Yes,Poor
Odisha,Bhubaneswar,01-11-2021,2021,November,46527,3448,76039.25,Hill Station,1.52,314,4961.9,Food Festival,Snowy,Bike,3541.12,Yes,11.9,85.69,4.9,No,Poor
Odisha,Bhubaneswar,01-12-2021,2021,December,47796,2353,41672.54,Temple,0.83,495,7699.4,Religious Event,Cold,Boat,1852.54,No,14.7,81.81,3.6,Yes,Good
Odisha,Bhubaneswar,01-01-2022,2022,January,34561,1096,35391.32,Museum,0.99,347,5890.39,Religious Event,Sunny,Train,6324.35,Yes,14.3,62.75,4.8,No,Good
Odisha,Bhubaneswar,01-02-2022,2022,February,18217,540,17178.48,Hill Station,0.92,251,1625.62,Festival,Sunny,Flight,2271.03,Yes,14,81.5,4,Yes,Average
Odisha,Bhubaneswar,01-03-2022,2022,March,21755,1792,26080.62,Desert Safari,1.11,450,6513.24,Food Festival,Snowy,Car,5967.04,Yes,4.6,93.63,4.8,No,Good
Odisha,Bhubaneswar,01-04-2022,2022,April,48689,3954,71667.64,Temple,1.36,490,3646.49,Crafts Mela,Cloudy,Boat,4150.49,No,4,50.28,3.2,Yes,Average
Odisha,Bhubaneswar,01-05-2022,2022,May,45220,4869,76171.22,Cultural Festival,1.52,113,6500.98,Food Festival,Cold,Car,669.95,No,12.2,86.87,4,Yes,Average
Odisha,Bhubaneswar,01-06-2022,2022,June,20749,4843,37768.84,Hill Station,1.48,113,9277.92,Music Festival,Rainy,Flight,2075.37,Yes,9,51.86,4.5,No,Good
Odisha,Bhubaneswar,01-07-2022,2022,July,29821,2281,33845.74,Cultural Festival,1.05,500,2975.81,Food Festival,Snowy,Flight,1057.56,No,8.1,58.37,3,No,Poor
Odisha,Bhubaneswar,01-08-2022,2022,August,28840,4004,57103.99,Desert Safari,1.74,172,6568.78,Religious Event,Rainy,Car,4319.13,Yes,2.8,71.96,4.9,Yes,Poor
Odisha,Bhubaneswar,01-09-2022,2022,September,41554,1176,31042.23,Wildlife Sanctuary,0.73,369,8199.47,Festival,Sunny,Bus,7448.28,No,12.7,67.03,4.5,Yes,Poor
Odisha,Bhubaneswar,01-10-2022,2022,October,32187,3110,28889.05,Beach,0.82,276,9378.42,Crafts Mela,Rainy,Bike,1586.71,No,6.7,66.85,3.3,Yes,Poor
Odisha,Bhubaneswar,01-11-2022,2022,November,43281,4886,74043.87,Museum,1.54,97,8307.34,Crafts Mela,Snowy,Train,1580.47,No,10.5,83.93,4.9,No,Good
Odisha,Bhubaneswar,01-12-2022,2022,December,29745,2266,28789.4,River Rafting,0.9,273,7051.64,Art Fair,Humid,Car,5489.16,No,7.3,86.96,4.8,No,Poor
Odisha,Bhubaneswar,01-01-2023,2023,January,49516,1359,74579.01,Beach,1.47,352,4981.86,Dance Festival,Cloudy,Bus,5045.57,No,5.2,60.03,3.2,No,Poor
Odisha,Bhubaneswar,01-02-2023,2023,February,17414,4362,38637.62,Hill Station,1.77,447,8680.05,Art Fair,Sunny,Bike,5991.13,Yes,9.7,91.02,3.3,No,Average
Odisha,Bhubaneswar,01-03-2023,2023,March,37877,4580,65029.88,Museum,1.53,481,1793.67,Art Fair,Cold,Train,2375.28,No,7.9,89.68,4.3,No,Average
Odisha,Bhubaneswar,01-04-2023,2023,April,20586,3638,32785.51,River Rafting,1.35,76,1781.77,Religious Event,Snowy,Car,1476.32,Yes,12.6,66.01,4.7,Yes,Good
Odisha,Bhubaneswar,01-05-2023,2023,May,38011,1130,60973.79,Desert Safari,1.56,211,4050.09,Art Fair,Snowy,Train,1223.32,No,13.2,64.58,3.8,No,Good
Odisha,Bhubaneswar,01-06-2023,2023,June,30995,4302,37436.95,Temple,1.06,208,5151.56,Festival,Cloudy,Bike,7844.79,Yes,4.5,51.47,5,No,Poor
Odisha,Bhubaneswar,01-07-2023,2023,July,14459,1066,21398.89,Beach,1.38,223,2033.12,Dance Festival,Humid,Bike,6519.17,Yes,6.6,57.41,4.1,Yes,Poor
Odisha,Bhubaneswar,01-08-2023,2023,August,24393,891,16662.62,Cultural Festival,0.66,53,9474.15,Music Festival,Rainy,Bus,7600.81,No,8.1,72.31,4.1,Yes,Good
Odisha,Bhubaneswar,01-09-2023,2023,September,27584,4351,40448.07,Cultural Festival,1.27,425,1763.15,Art Fair,Cloudy,Car,5189.97,Yes,10,68.29,3.4,Yes,Poor
Odisha,Bhubaneswar,01-10-2023,2023,October,12072,1812,22823.33,River Rafting,1.64,486,4357.33,Dance Festival,Rainy,Bike,5791.87,No,3.9,94.93,3.9,Yes,Average
Odisha,Bhubaneswar,01-11-2023,2023,November,34120,2301,30941.95,Desert Safari,0.85,138,9643.67,Music Festival,Rainy,Flight,2893.87,No,11.2,51.78,4.4,Yes,Good
Odisha,Bhubaneswar,01-12-2023,2023,December,5051,3953,18778.51,Wildlife Sanctuary,2.09,380,3379.86,Dance Festival,Snowy,Bus,1338.23,No,14,78.54,3.1,Yes,Poor
Odisha,Puri,01-01-2019,2019,January,48671,3708,79196.03,Temple,1.51,175,5314.9,Music Festival,Humid,Flight,746.25,No,7.3,79.98,3.9,No,Poor
Odisha,Puri,01-02-2019,2019,February,28811,2605,45166.73,Beach,1.44,346,3454.52,Music Festival,Cold,Boat,6003.91,Yes,8,65.37,4,Yes,Average
Odisha,Puri,01-03-2019,2019,March,16177,3111,26216.95,Museum,1.36,272,3477.65,Sports Event,Rainy,Bus,899.81,Yes,11.1,79.62,3.8,Yes,Poor
Odisha,Puri,01-04-2019,2019,April,5308,2201,16266.96,Temple,2.17,408,7225.74,Sports Event,Humid,Train,3883.77,Yes,7.1,54.2,3.9,Yes,Average
Odisha,Puri,01-05-2019,2019,May,37222,4124,58913.37,Fort,1.42,151,7423.03,Art Fair,Rainy,Train,4149.71,Yes,13.7,66.87,4.3,No,Good
Odisha,Puri,01-06-2019,2019,June,38992,3976,56837.49,Backwaters,1.32,356,3488.52,Crafts Mela,Rainy,Train,1845.24,Yes,13.7,54.11,4.6,No,Poor
Odisha,Puri,01-07-2019,2019,July,33055,4519,46609.53,Cultural Festival,1.24,473,2621.26,Dance Festival,Sunny,Flight,4040.85,Yes,11.9,53.45,4.6,No,Poor
Odisha,Puri,01-08-2019,2019,August,47919,2539,61396.37,Hill Station,1.22,360,2313.58,Art Fair,Cold,Train,7546.07,No,10.1,84.11,3,No,Average
Odisha,Puri,01-09-2019,2019,September,43206,2362,40845.49,Beach,0.9,235,9251.52,Festival,Humid,Flight,4531.32,No,8.8,65.67,4.5,No,Average
Odisha,Puri,01-10-2019,2019,October,12822,4232,31022.58,River Rafting,1.82,368,9920.6,Art Fair,Sunny,Flight,4133.23,Yes,4.7,58.32,3.6,No,Good
Odisha,Puri,01-11-2019,2019,November,46969,2372,64973.34,Cultural Festival,1.32,232,4633.46,Dance Festival,Cold,Bus,2041.53,No,8.8,89.12,3.9,No,Average
Odisha,Puri,01-12-2019,2019,December,8276,1637,19578.7,Hill Station,1.98,215,5443.24,Art Fair,Rainy,Flight,3305.15,No,7.3,88.32,4.9,Yes,Average
Odisha,Puri,01-01-2020,2020,January,13821,880,15183.06,River Rafting,1.03,155,3676.14,Festival,Humid,Bus,3733.72,No,8.3,80.76,3.6,No,Average
Odisha,Puri,01-02-2020,2020,February,48710,2457,57479.27,Temple,1.12,179,7267.62,Art Fair,Humid,Bus,2018.47,No,2.8,91.05,4,Yes,Poor
